x,y
-4.371859296482412,-15.976237246471086
-4.271356783919598,-25.06923168510148
-4.170854271356784,-14.415786449198077
-4.0703517587939695,-11.994895578167817
-3.969849246231155,-10.78507396628595
-3.869346733668341,-16.456508369415314
-3.7688442211055273,-23.983922834642065
-3.668341708542713,-19.692477928176583
-3.567839195979899,-25.42302032231913
-3.467336683417085,-7.035088242743393
-3.366834170854271,-11.966820153079922
-3.266331658291457,-16.05928891140043
-3.165829145728643,-20.82218009584981
-3.065326633165829,-13.368728941925049
-2.964824120603015,-1.9706397950596468
-2.8643216080402008,-17.394419080463322
-2.7638190954773867,-0.5004949179524782
-2.6633165829145726,-15.365838188166336
-2.5628140703517586,-0.4300872669765096
-2.4623115577889445,-12.155544538819141
-2.3618090452261304,-2.476974161612716
-2.2613065326633164,-4.090855978300218
-2.1608040201005023,-7.754195676039156
-2.0603015075376883,7.1965306637807185
-1.9597989949748733,6.021032564379264
-1.8592964824120592,-0.6106196947378008
-1.7587939698492452,2.169143136537658
-1.6582914572864311,8.523452153051386
-1.557788944723617,1.2383969407100235
-1.457286432160803,6.99830800588671
-1.356783919597989,2.652743057499354
-1.2562814070351749,11.467037590198021
-1.1557788944723608,12.065937002374746
-1.0552763819095468,7.295133864441787
-0.9547738693467328,2.0535952518714975
-0.8542713567839186,17.636899018725067
-0.7537688442211046,4.161592674907114
-0.6532663316582905,21.715562797590128
-0.5527638190954764,13.193029169457708
-0.4522613065326624,23.521322545044978
-0.3517587939698483,15.582950487990143
-0.2512562814070342,19.903282892601432
-0.1507537688442202,21.048992567199047
-0.0502512562814061,16.174094889389515
0.0502512562814079,26.82829504925253
0.1507537688442219,15.774632063210685
0.251256281407036,18.731711986458052
0.3517587939698501,18.484997540674534
0.4522613065326641,31.292004006291535
0.5527638190954782,31.918242769787433
0.6532663316582923,32.150164782724914
0.7537688442211063,20.7783413371893
0.8542713567839204,27.978369998297097
0.9547738693467344,34.41065418459841
1.0552763819095483,37.60187867069461
1.1557788944723626,36.61545449685229
1.2562814070351769,40.23435229118303
1.3567839195979907,32.54204676996461
1.4572864321608048,44.56727765733287
1.5577889447236188,43.56345432048463
1.658291457286433,32.483864272378646
1.758793969849247,41.19628359712079
1.859296482412061,44.393796525379805
1.959798994974875,43.71815266790939
2.060301507537689,39.27194033714384
2.160804020100503,48.38432306386592
2.2613065326633173,52.911194262790296
2.3618090452261318,54.39069541605019
2.4623115577889454,53.10675398007827
2.5628140703517595,52.671148556173094
2.663316582914573,53.82062757856776
2.763819095477388,46.849269157793515
2.8643216080402016,41.68650741901578
2.964824120603016,43.275689747775424
3.0653266331658298,58.75364259618564
3.165829145728644,60.40287072020704
3.266331658291458,55.8995440263461
3.366834170854272,55.43385085095717
3.467336683417086,65.13582189349376
3.5678391959799,50.5028595628648
3.668341708542714,50.06495727443957
3.768844221105528,51.790887400964074
3.8693467336683423,60.90001052547312
3.969849246231156,72.84395772896843
4.07035175879397,54.21179911967768
4.170854271356784,69.3069142276565
4.271356783919599,67.64276359754872
4.371859296482413,71.93022144337284
4.472361809045227,65.72076002532722
4.572864321608041,60.99069742637064
4.673366834170855,61.36964458315576
4.773869346733669,70.40945394064457
4.874371859296483,63.334443115822125
4.974874371859297,81.54757942834651
5.075376884422111,67.11769014539107
5.175879396984925,84.56126605453542
5.276381909547739,82.71753455074435
5.376884422110553,82.86457555946822
5.477386934673367,74.09752784925328
5.577889447236181,77.50377930069087
5.678391959798995,78.87850300726045
5.778894472361809,78.66131486592897
5.879396984924624,73.79163365907357
5.9798994974874375,83.51670430412302
6.080402010050253,80.78302713599294
6.180904522613066,88.26140011452252
6.2814070351758815,77.28403340491582
6.381909547738694,81.9962001781884
6.48241206030151,92.988420370314
6.582914572864322,98.84566980575327
6.683417085427138,98.82696612601184
6.78391959798995,99.20164618229617
6.884422110552766,90.0893222019282
6.984924623115578,104.17273916285315
7.085427135678394,86.00745554639784
7.185929648241206,94.78220080696475
7.286432160804022,91.38440818984066
7.386934673366834,98.40785804703695
7.48743718592965,89.76944536189376
7.5879396984924625,94.9804746683937
7.688442211055278,96.29091034355874
7.788944723618091,94.01782056430946
7.889447236180906,95.91077813883788
7.989949748743719,95.05232590789853
8.090452261306535,102.86135101702524
8.190954773869347,100.63349104701976
8.291457286432163,112.51356248113959
8.391959798994975,106.76669896731588
8.49246231155779,118.51123069444192
8.592964824120603,109.98840050144494
8.693467336683419,113.03104386378762
8.793969849246231,122.58341019632475
8.894472361809047,107.24136522775598
8.99497487437186,107.2489332779792
9.095477386934675,123.72757102031476
9.195979899497488,124.54239734355265
9.296482412060303,119.61526264989014
9.396984924623116,128.6842299992738
9.497487437185931,124.81618591226629
9.597989949748744,128.2422018054654
9.69849246231156,126.24161784041664
9.798994974874372,129.49326766486794
9.899497487437188,123.8595889700037
10.0,127.75840995540496
